Category,IRLED,REDLED,HEARTRATE,OXYGEN,FEATURE1,FEATURE2,FEATURE3
ppg,0.3163707073987663,0.1900920269036983,79.0,96.0,0.12627868049506802,0.0027646809565477493,0.0042357932325061964
ppg,0.3203324667076337,0.1940684858566634,79.0,96.0,0.12626398085097032,0.003961759308867385,0.003976458952965084
ppg,0.2872132989601232,0.1457458651021534,80.0,96.0,0.1414674338579698,0.0331191677475105,0.04832262075450999
ppg,0.2788337504938857,0.1358911624795878,80.0,96.0,0.1429425880142979,0.008379548466237507,0.009854702622565603
ppg,0.2721073102284705,0.1276789102941166,80.0,96.0,0.1444283999343539,0.00672644026541519,0.008212252185471197
ppg,0.2676610192055689,0.1211955533055866,80.0,96.0,0.1464654658999823,0.004446291022901616,0.0064833569885300035
ppg,0.2646398214592383,0.1175648733920098,80.0,96.0,0.1470749480672285,0.003021197746330584,0.0036306799135767953
ppg,0.2627016946031018,0.1152308648761391,80.0,96.0,0.14747082972696268,0.001938126856136535,0.002334008515870706
ppg,0.2625591852754446,0.1153173096359861,80.0,96.0,0.14724187563945848,0.00014250932765719204,8.644475984700972e-05
ppg,0.2638132673588271,0.1175648733920098,80.0,96.0,0.1462483939668173,0.0012540820833825128,0.002247563756023696
ppg,0.2664069371221864,0.1183428762306334,80.0,96.0,0.148064060891553,0.0025936697633592853,0.000778002838623601
ppg,0.2697416553893625,0.1245668989396222,80.0,96.0,0.14517475644974032,0.003334718267176129,0.006224022708988794
ppg,0.2742164482777955,0.1298400292902932,80.0,96.0,0.1443764189875023,0.004474792888432999,0.005273130350671007
ppg,0.2786912411662285,0.1369284995977527,80.0,96.0,0.14176274156847582,0.004474792888432999,0.007088470307459488
ppg,0.2837645732308214,0.1434983013461297,80.0,96.0,0.14026627188469168,0.0050733320645928726,0.006569801748377013
ppg,0.2897784668579511,0.1494629897755772,80.0,96.0,0.1403154770823739,0.006013893627129729,0.005964688429447501
ppg,0.2955928474263609,0.1573294629216602,80.0,96.0,0.1382633845047007,0.005814380568409772,0.007866473146082992
ppg,0.301977265305399,0.1652823808275903,80.0,96.0,0.13669488447780867,0.006384417879038096,0.007952917905930112
ppg,0.3075636309495574,0.1707284006979555,80.0,96.0,0.1368352302516019,0.005586365644158431,0.005446019870365193
ppg,0.3116964014516133,0.1774710919660267,80.0,96.0,0.1342253094855866,0.004132770502055905,0.006742691268071199
ppg,0.315401643970698,0.1810153271197563,80.0,96.0,0.13438631685094168,0.0037052425190846616,0.0035442351537295913
ppg,0.317225763364709,0.1830035565962389,80.0,96.0,0.13422220676847008,0.0018241193940110034,0.0019882294764826114
ppg,0.3183088342549029,0.183090001356086,80.0,96.0,0.13521883289881692,0.0010830708901939379,8.644475984709299e-05
ppg,0.3187933659689371,0.1837815594348625,80.0,96.0,0.1350118065340746,0.0004845317140341754,0.0006915580787764941
ppg,0.3194204070106283,0.1836951146750154,80.0,96.0,0.1357252923356129,0.0006270410416912009,8.644475984709299e-05
ppg,0.3191068864897827,0.1834357803954742,80.0,96.0,0.1356711060943085,0.00031352052084560045,0.0002593342795411957
ppg,0.3183943398514972,0.1830035565962389,80.0,96.0,0.13539078325525827,0.0007125466382855161,0.0004322237992352984
ppg,0.3170832540370518,0.180583103320521,80.0,96.0,0.1365001507165308,0.0013110858144453896,0.00242045327571791
ppg,0.3158861756847322,0.1790270976432738,80.0,96.0,0.13685907804145842,0.0011970783523195805,0.001556005677247202
ppg,0.3146320936013497,0.1765201996077089,80.0,96.0,0.1381118939936408,0.0012540820833825128,0.0025068980355648918
ppg,0.3137200339043442,0.1759150862887795,80.0,96.0,0.13780494761556472,0.000912059697005474,0.0006051133189294011
ppg,0.2859022131456779,0.1407320690310236,80.0,96.0,0.1451701441146543,0.027817820758666345,0.03518301725775591
ppg,0.2859022131456779,0.1407320690310236,80.0,96.0,0.1451701441146543,0.0,0.0
ppg,0.2882678679847859,0.1422016299484237,80.0,96.0,0.14606623803636218,0.002365654839108,0.001469560917400109
ppg,0.2901774929753909,0.1444491937044474,80.0,96.0,0.14572829927094352,0.001909624990605041,0.002247563756023696
ppg,0.2902344967064538,0.1454000860627651,80.0,96.0,0.14483441064368868,5.700373106287682e-05,0.0009508923583177176
ppg,0.2910325489413336,0.1461780889013887,80.0,96.0,0.14485446003994493,0.0007980522348798313,0.0007780028386235871
ppg,0.2900349836477339,0.145227196543071,80.0,96.0,0.14480778710466288,0.0009975652935997337,0.0009508923583176898
ppg,0.2888664071609457,0.143930525145365,80.0,96.0,0.1449358820155807,0.0011685764867881976,0.0012966713977060063
ppg,0.2874128120188432,0.1414236271098001,80.0,96.0,0.1459891849090431,0.0014535951421024706,0.0025068980355648918
ppg,0.2863867448597121,0.1403862899916353,80.0,96.0,0.1460004548680768,0.0010260671591311166,0.0010373371181648106
ppg,0.2841350974827298,0.1377929471962233,80.0,96.0,0.14634215028650652,0.002251647376982302,0.0025933427954120125
ppg,0.2830520265925359,0.1364962757985173,80.0,96.0,0.1465557507940186,0.0010830708901938824,0.0012966713977059785
ppg,0.2816269333159649,0.1341622672826465,80.0,96.0,0.1474646660333184,0.0014250932765710322,0.002334008515870817
ppg,0.2804868586947081,0.1341622672826465,80.0,96.0,0.14632459141206158,0.0011400746212568147,0.0
ppg,0.2795747989977026,0.1337300434834112,80.0,96.0,0.1458447555142914,0.000912059697005474,0.0004322237992352984
ppg,0.279061765418137,0.1335571539637171,80.0,96.0,0.1455046114544199,0.0005130335795656138,0.0001728895196941027
ppg,0.2811138997363993,0.1356318282000467,80.0,96.0,0.14548207153635256,0.0020521343182622886,0.002074674236329621
ppg,0.2832800415167872,0.1388302843143881,80.0,96.0,0.1444497572023991,0.0021661417803879313,0.003198456114341386
ppg,0.2864722504563063,0.1415100718696471,80.0,96.0,0.14496217858665922,0.0031922089395191033,0.0026797875552589945
ppg,0.2888094034298828,0.1460051993816946,80.0,96.0,0.14280420404818822,0.002337152973576506,0.004495127512047503
ppg,0.2914600769243049,0.1486849869369536,80.0,96.0,0.14277508998735133,0.0026506734944221066,0.0026797875552589945
ppg,0.2935977168391614,0.1523156668505304,80.0,96.0,0.141282049988631,0.002137639914856493,0.003630679913576823
ppg,0.2959633716782693,0.1554276782050248,80.0,96.0,0.14053569347324452,0.002365654839107889,0.003112011354494376
ppg,0.29838603024844,0.1571565734019661,80.0,96.0,0.14122945684647392,0.0024226585701707104,0.0017288951969413047
ppg,0.3007231832220165,0.1610465875950841,80.0,96.0,0.1396765956269324,0.002337152973576506,0.0038900141931180188
ppg,0.3026043063470903,0.1630348170715666,80.0,96.0,0.13956948927552368,0.0018811231250737692,0.0019882294764825004
ppg,0.3048844555896039,0.1658874941465198,80.0,96.0,0.13899696144308413,0.0022801492425136294,0.0028526770749531805
ppg,0.3067655787146777,0.1686537264616259,80.0,96.0,0.13811185225305178,0.0018811231250737692,0.0027662323151061152
ppg,0.3083046794533743,0.1689130607411671,80.0,96.0,0.1393916187122072,0.0015391007386966193,0.0002593342795411957
ppg,0.2700836777757396,0.1229244485025279,81.0,96.0,0.1471592292732117,0.0382210016776347,0.045988612238639204
ppg,0.2721358120940019,0.1239617856206927,81.0,96.0,0.14817402647330918,0.0020521343182622886,0.0010373371181647967
ppg,0.2739314296224814,0.1262957941365635,81.0,96.0,0.1476356354859179,0.0017956175284795095,0.002334008515870803
ppg,0.3151736290464467,0.1770388681667913,80.0,96.0,0.1381347608796554,0.04124219942396529,0.05074307403022779
ppg,0.3171687596336461,0.1790270976432738,80.0,96.0,0.1381416619903723,0.001995130587199412,0.0019882294764825004
ppg,0.2831090303235987,0.1371878338772938,81.0,96.0,0.14592119644630488,0.034059729310047415,0.04183926376597999
ppg,0.2831090303235987,0.1371878338772938,81.0,96.0,0.14592119644630488,0.0,0.0
ppg,0.2861587299354607,0.1407320690310236,81.0,96.0,0.14542666090443712,0.0030496996118620223,0.0035442351537297856
